Video_ID,Views,Likes,Dislikes
bavxSSbMwd4,130362,2672,116
ba4_uGDHTvA,61892,543,117
bXgPU_e5eoU,10123,52,3
bXXTjaDsbMM,467893,4957,497
bWw9CvqoxEk,81120,389,179
bWJvNd9JMlU,927288,16057,592
bV60Oj068zU,163486,947,40
bUzxiWLH60I,294846,3114,156
bUN5uSu_VQM,2549439,12505,2112
bU-vnDmxd1Q,429947,2760,318
bT6wtBJsgyU,104347,869,58
bT4xuTTLy9E,71417,1028,55
bT35VuJRs9A,113165,4132,68
bSbF25mXDyM,598243,28535,182
bSR4aocx6h4,313373,459,55
bRC4YjszHTA,570730,14928,328
bQC07vXiaMU,11582,80,9
bPlcqDMLqm4,90932,1612,50
bOH4GYvnvN4,132264,1895,497
bO6_OBXNOwM,197280,1836,65
bNGL1wNG1gw,99869,2723,96
bLK-i7d3998,176120,6327,53
bKQm0OTRJx0,55386,1285,156
bKE66HT5gAk,1445113,60563,590
bJqdZ20dcTM,671786,9052,114
bH8Kg9xzQjE,2216,56,13
bFadrZC1VL8,31808,847,31
bE_wuidUzzM,142953,2731,34
bDDAClMibkM,4341070,76620,5446
b9EkMc79ZSU,4178213,38874,682
b8S9Gxrp-uI,1190689,20927,2155
b8ROy5G_gww,102597,1366,73
b7tp_AvS2aA,762077,18524,1841
b7f1asbYiug,238987,2643,263
b7UDGAe7jxE,54324,771,19
b7CvdoLfsec,38685,409,68
b6fHA9R2cKI,512544,3659,59
b5O3_qwFE4w,361700,16736,429
b4KvNYe-fCg,968414,26811,336
b49QEQsNUj0,495876,10508,166
b3XtkXvPbsE,30986,657,58
b2HbyCLm0rQ,34315,109,13
b1aF-OW89RE,75152,675,9
b16BXDplJdU,2178,136,0
b0t5y2kLCnU,96974,1855,67
b01DL8DTUGM,737305,4961,118
b-rBZo8AqVI,36162,335,37
b-pq7MA2ko4,84814,853,29
b-Vk7KCYjxw,61131,431,66
az12qtD1A4U,210943,1120,41
axd-SR43mKE,629973,6721,133
axYAgIVfox4,152194,1633,127
awlfuF3wxdo,328300,5175,112
avwrOQzPDCM,40503,632,31
atpyjjgBhCA,476651,23408,173
atheKbEFTxc,57861,940,53
as4pZhodG5I,163310,3105,2841
arJv00qM_LM,125840,1148,34
apV1Sy9L-s4,159935,3283,302
apEH3cEW2AI,90845,608,28
aoLA8Lgwkzg,134252,1430,85
ao3UstU4RSc,349684,1897,355
alq_5y10f-Y,59680,809,56
ajawm-V-MiE,224233,3352,314
aiHZ_wU4ktQ,761416,8398,135
ahT2DV-WURo,193544,3007,232
ae8VSst1MJA,3205775,113632,1175
ae1-zXljvPU,108710,1668,124
adTrR3NeWw8,21889,79,17
acTdxsoa428,5735417,28643,2452
abd4GaRygTg,7185802,263515,1773
aaXT9m2w7q0,419893,10437,258
aXyW4Cuwphg,3263332,24272,782
aW_0MO-XKog,1560556,11877,535
aU_FvfdCBRk,1278653,7236,319
aTtm4A_b0ZE,105122,2942,153
aRC_wPz3X88,108792,781,57
aQfRp8pAAyk,41123,379,638
aOKlMJuqzrA,55060,1403,73
aNfhhHGifo0,99171,955,77
aN_vvRui1y4,209890,1156,27
aMVUpcV0qUs,90853,178,24
aLk4OZTWqdc,225734,719,22
aLLKqCUfANE,24259,773,127
aK3psQmIdnU,1446552,7655,1026
aJHGITUpC7U,33829,829,379
aJAu0cqp2n4,399186,7497,550
aJ1OxI2IM5E,490590,3855,388
aIptN-ixASI,23073,272,69
aHYzXJo-_g0,521820,18764,196
aHMv5xR2B-I,75354,1969,477
aH6vC-BBKOc,3375671,28127,505
aGpjiRX1Smg,12242,203,38
aGm3Qo5Rcvs,1197845,11154,498
aGGBGcjdjXA,142811,2770,51
aFjv8cdWRZE,35470,1252,16
aFGm_E9UeBE,430700,8612,265
aEVO0ucZ_kE,80609,978,25
aETNYyrqNYE,1815846,40256,277
aDsSJ8Neut0,16006,251,89
aDD_2sV8ytc,287416,11034,125
aCv29JKmHNY,2509677,70882,1776
aCPjfzq5kGs,78325,1249,55
aAxuoePMvN4,421532,2994,1046
aAZac21Y9D8,437370,4772,136
a9sajQMN23k,122780,1076,46
a9Jg20Ukf4E,1809245,9130,659
a96kzME0wug,315416,13672,128
a891D5_bGY4,1115444,4191,146
a7MjNCeBNgk,52554,276,18
a6UKGhiE_Nk,1024900,20152,593
a3_owZfYVR8,2934268,44098,2001
a3WFkymCmDc,1266262,37481,1376
a2ugaDJELZ8,47671,475,39
a2W0ivtnXjY,213823,3869,99
a1nhfV2YANk,697076,5995,271
_ys9Yfrw9sM,60941,558,37
_x_F4oNlhhw,176158,6431,62
_wGZc8ZjFY4,1204465,31446,9934
_wBTSss644w,514014,4702,429
_uuOSOYvZas,65445,1299,60
_rE_4_CCEgc,1514015,46364,288
_qRTgdMWrt8,6391,15,3
_pqfbJxsBuY,18017,184,88
_ot6W_7hvrM,904471,8052,351
_oDHNhPxjsM,209192,1544,133
_nF7eVZkktQ,11643,67,7
_mra1_btgRA,92798,1264,33
_mZhfeDr88A,444716,12682,153
_mKnwFSWEoM,151235,1480,213
_mEk0igEOws,618284,2268,100
_lgz4hURj40,117678,712,66
_lVmgf6vT-w,140249,1859,1230
_l3VlzFdU9w,56907,717,102
_keKdL6nOaA,177749,5204,74
_kOvUuMowVs,231827,448,40
_kDsl1e29A4,53209,1581,38
_j_ZscLSRdo,117544,1248,56
_hQ7gQNGT2Q,60945,462,55
_foGu3NNDs0,48104,1503,58
_fUYz66IVrw,147866,556,107
_ewshztlR6o,546299,489,50
_cRgYMrxuAE,757647,10210,518
_bfqsNh6U7c,1809274,11866,469
_ZdLIUCr14s,754121,3179,304
_ZLvddzxlV8,140011,894,36
_Z9udP5HTuI,28871,698,34
_YrcTUvDR7g,56103,720,79
_X59ojaKfu4,133452,747,162
_VaCk4Fm-hM,184708,1239,135
_Usyxm9S_Jg,177849,856,34
_U2m1x5pmKM,188653,1709,124
_TFc9pprTLE,5477331,74038,1184
_SirDeht7k0,666545,13636,168
_RL3QI2Cqo4,27664,273,68
_QDKqEjCiI4,26672,610,619
_PyDQeM9bgo,508622,9709,125
_Ogn-71aeNQ,671255,11655,995
_NwM9nFGTg0,159733,483,38
_MzbLQBeR9Y,2010719,47930,1474
_LQoM8hJS6c,220798,1286,106
_LAUBQTyE5M,360619,5094,252
_IubrZmB3tk,458206,14416,409
_ExtsF0AYMk,194684,1732,53
_EonRi0yQOE,4097749,68656,1778
_DFj5wsEKsc,175602,2273,53
_Br5Sm6sf24,1326641,28895,1378
_6tpme1xxYw,176423,3961,78
_6BqPMv4aHM,81442,2735,70
_526ntOBwAE,39976,270,9
_4pzsz2rE1k,81839,877,12
_2QsStorhIw,2976314,56218,1546
_2PyxzSH1HM,3750037,26237,682
_1DcpANmSQg,1739934,60020,838
_0231AWOhKQ,23848,378,70
_-i7MXhW6Wg,188240,3143,77
Zz_xloOMB8k,2029465,86586,402
ZybYIJtbcu0,654203,13892,989
ZvoLlkugauE,50618,327,24
ZvmnCX5TYa0,438794,9335,817
Zv29Sjt7LnA,194400,1207,117
Zudpl3PGaL0,74779,939,70
ZuAVmd-mwM8,16597,175,3
ZsL4voedcJU,838575,14660,167
ZqtXGJUdlgk,674793,3963,231
Zoir1-_aRPg,32266,316,61
ZoR7D0Y-6j4,1436370,15777,2857
Zm3pFhdQv3g,315383,12159,236
ZkiwKfEqwQ0,230910,4096,145
ZjncSUNAcyI,137589,2462,156
ZfHBA6iFU0Y,151508,5409,670
Zf1VlpYhaMg,88298,779,26
Zdgt-JzJ6b0,821562,21618,267
ZcWsJoHNd4Q,284755,4123,254
ZbKDFMW8hGE,576587,3158,225
ZaQBQRKMZOw,40732,348,28
Za5744BW10o,38536,1503,1012
Z_wqAFqO8vo,594010,6987,279
Z_f2z6yHLZA,18988,259,736
Z_f0ha8Kqcc,46202,798,55
ZZo9yrBjh4M,158349,1454,67
ZYxlYS7z_A0,186121,1409,118
ZX6MlA-CWGw,160965,7056,121
ZX2pRcBWOkA,247480,3892,139
ZWGh7si0Y50,1423501,7291,759
ZVpUZGmHJB8,2724728,13037,2122
ZVjo86OEeFc,274188,5817,76
ZTuFxHL-7X4,105944,605,45
ZTjO2zrgCRU,130481,4223,116
ZOiPQ8nqB1s,144631,1537,58
ZOGxOQxXjdo,2068076,93448,803
ZOA_EvRvqJU,360220,7545,178
ZO8WEEemiyk,51502,571,23
ZGosoC7q_po,1450892,18865,592
ZGmoftW8flk,29215,578,607
ZEa8U7_8p90,235285,1984,293
ZDPcAkjqh0M,59903,803,185
ZCbwWw4CGrY,63466,914,54
ZCFkWDdmXG8,1011872,31359,576
ZBMUaSB2g8o,329472,6015,646
ZAXA1DV4dtI,2539737,19400,384
ZAD3JJvMWjA,10151432,211489,1929
Z7KPS1f1TNM,143114,4585,47
Z6koPaImHzY,1699396,29167,768
Z4k3V4vikOY,85123,642,7333
Z3ya2YB69IY,72461,2314,40
Z3-YnPwNNHQ,1357598,52585,388
Z2_SQ6nV-Bg,308394,8951,97
Z2E4O0HIw2Q,5282,52,31
Z1mcQ6CzXo8,1231689,6899,5746
Z-yY6RmF-iE,262141,1119,35
YzKa8LFiktk,151050,7190,37
YyoSErErnCE,498898,10341,252
YxEv8Wn-3RE,48660,781,15
Ytwjm01Zd8E,110852,3988,162
YrMLuPAQaJU,382167,6100,274
Yq4_YocuVeg,334622,3555,84
Yoywf8ONgqI,90660,2025,106
YoSmPkWmG4k,651597,2501,59
Yo8cBa-Ho3k,78682,556,29
Yn6_P1UpKpI,233860,7227,153
YhUYKmYEbVQ,41794,2003,32
YgQuuprxuCQ,418025,12331,261
YfUv0VSoTJw,378105,10126,132
Yeg1t3g0rFE,5744,37,3
YdzdsWkMfVg,71050,944,21
YdL6DNBC1H0,47176,427,28
YcbIB7V_svk,121033,3647,76
Ybt_libBKtM,58314,1511,42
YbXsrh2710I,502,6,0
YaqKPRxxaSk,884437,23037,1176
YaeDa_Uempk,2145618,18423,617
YYy4sS73fn4,310927,4557,90
YXYCZVHeLe8,345702,2276,333
YXOPxRHZctM,234087,3720,107
YXNRu2YjRRk,23747,392,5
YVUwdRZ8Ds0,35811,947,123
YUeHDRy_2As,85692,1573,45
YT9hPCuncug,100027,2423,82
YRsy_j2fn6Q,219232,4144,88
YReGA5W8AwI,188508,2816,70
YPQL8RbwckU,195889,1378,102
YOxluv8PxiQ,41694,460,11
YOv5jDFtvsI,36727,450,19
YO_N1H3sE0c,251501,3283,146
YO5hHaJclzY,397946,6532,37
YNb5w1ERY8E,533962,10158,1064
YNYJ_BJJbzI,585016,6530,248
YMcjbYwcUrM,116209,1307,103
YLy3F5OdM_w,1472576,56429,509
YLE85olJjp8,8469714,106070,3374
YKJf876thxw,787293,38567,358
YIhmaHfauXU,183279,12318,74
YI5yEHpmXu0,298298,931,61
YHkCPHIVqzg,57902,598,90
YHcKoAMGGvY,3034448,39308,1341
YGUkiuXhAzE,768932,5236,962
YG6JJXyMbAw,166824,2346,167
YEzviTd9OZ8,177623,1425,95
YExrjQSKOUc,231665,5473,232
YES0lLXIIz4,843657,10065,256
YE6t9VaBFSA,87710,138,30
YCSo2hZRcXk,105154,2562,1019
Y9phIpEFZis,33284,725,16
Y9NX2VjZNGc,213028,2797,223
Y8PHh6EKEjo,84421,1798,169
Y7HveFHVHjA,109779,1510,26
Y7H_hZemaRE,57064,1339,65
Y6U-eMDmMoc,2091783,30328,1115
Y4StYSEaXzA,31291,246,12
Y1H9I-w6U8A,29515,602,91
Y0iKFD_TQjw,814502,18676,346
Y-ufZuqTd5c,5545547,50412,2665
Y-rRtM7sC5A,550588,12591,264
Xxrpg6ofwp4,21106,409,19
Xw7Aii1Fyq4,3570428,100283,735
Xva2FWNdcD0,856627,3638,172
XvUPi8lCc-0,1383,56,34
XurWEXHbydg,210403,7963,41
Xs7hDKx9Mic,124841,4047,83
XqpR_ZhAwAQ,111271,1333,86
XoAWUjHjpAs,33555,639,88
Xo3Cnfhf9Q8,455681,4870,190
Xo-6ugVTavs,93458,899,98
XmtXC_n6X6Q,1195968,14616,429
Xm6LXg01mEw,29021,1194,203
Xm-p6aBb-rY,619432,14827,345
XlT7UQm5pfY,529809,3318,80
Xl7O4mm082o,340008,1143,68
XkwKkQJoz7I,52004,1314,17
XizJ6qB90Hs,53081,834,17
XijRv5g0QCA,235544,4993,317
XhSNFz0tOEQ,561767,19321,148
XdmlGBR80lw,73536,1725,29
XdAR-lK43YU,5730162,84825,2356
XcnHOQ-cHa0,18413191,613423,9011
XcfoYUCoOJE,30041,619,2744
XcIuFTrLS6g,2253267,24815,652
XbNavL9tkao,4675,14,4
XbFiQJOD2Pg,27436,380,5
Xb33zXpEgCc,78164,1523,20
XatqS7MCUGc,35426,280,23
XXuBwwZvruI,1251936,11699,888
XV97sOnqTIQ,22655,402,30
XSS9kYipRLk,373561,2528,96
XSM0XZPMi00,61248,1961,61
XRrIs22plz0,312793,6427,87
XRZvxqPO9sE,504229,6439,723
XRX_BbE6L18,144969,1389,41
XMVA2r2LJPg,10365,113,4
XLlRDvSddhg,49805,926,33
XLZgpMtB6mU,410774,19140,468
XLOBZNw5S04,358832,11381,89
XLKBBaQLGo8,1052189,13131,608
XL29BUkM0jw,33604,585,115
XKgKa7mlEqE,862181,7236,730
XHYIHpOnsFs,50273,1106,20
XHHc2buSggs,26265,588,43
XGYq7UU_wfE,95612,853,10
XDR7lAamYmo,2065856,849,100
XCojP2Ubuto,930158,40632,425
XAwU3Lyn--U,306929,2200,126
XAe0EFe7D1w,50531,2623,52
XA8n14y4g3o,252456,1350,164
X8r6kdbOphc,17378,324,46
X8kvMgI5PqA,79393,1417,109
X7nRDwmasr8,6265,65,1
X6zLmSqd7Fo,326450,6547,93
X6Xebo1pngM,1150954,10026,639
X4s9n5x-kz4,13000,94,3
X4Hk1lOGWIA,154560,1552,43
X49Wf5R0wI0,606734,18932,505
X3CE9dsooV0,42248,240,109
X34TBiJjm44,10916,61,35
X1kdkjIjCb8,725651,7402,165
X1B4XQQBSv0,336005,14902,345
X-eRc9PF3TU,5738955,62375,1371
Wyl-yIQOqEY,444285,28774,330
WxyZVqgz0SI,137398,1514,23
WxXj27L5vvQ,47312,313,5
WxN0R6Pg4t0,213261,6887,227
WweCmgr7fyA,207445,229,6
Ww72e0_AbOY,429246,28681,99
WvyeapVBLWY,3269801,24342,568
WvtHSQ_Mhmg,25809,394,14
WtEGLUXY2u4,14569,145,344
WsUycrAtN7c,94173,1783,794
Ws8xplu3K-M,286678,1929,33
Ws1YIKsuTjQ,4971774,80847,1865
Wqzjb07py9s,2226633,26666,439
Wq_1BrdRY6E,89830,1603,72
WoyWvj9Pa1I,189417,664,405
WoFqmF9GHWg,468239,8780,740
Wnn2US4a-3k,8076,132,6
WlSXDaRR2bw,1558799,30997,485
WjpDEmYC2JY,84541,978,124
WiPCpUWz_WU,571611,13103,224
Wi2hbejO75s,1563868,6261,373
WdhvxJZDqzU,4151595,12288,1756
WdBCpnqFNew,146052,3166,137
WbV7MRBWlk8,4171030,10012,2239
WbCDkFduWVo,27519,523,30
W_2HL0v5vyA,31604,633,95
WZczesrBFRA,342152,1236,38
WYrittJaatM,286561,2761,111
WYf_ccNUZjI,83290,1603,370
WU33jPcd4pY,208565,4180,144
WT7gn6nhsAc,367256,4638,114
WT4bnfULz2s,4937,121,2
WSt19WiQ_Xo,32985,397,24
WSGBP-Z4UXI,233485,5892,886
WO9qW20H0uM,416903,3051,626
WJyyJ7lexnM,7882714,58444,3465
WJyQAu93qYw,31740,1623,70
WJR3V3RFHr0,171294,4886,84
WIdzDWvkpL0,67237,1243,57
WIIVh7H6nvI,272601,3617,124
WI0h288usl0,1214575,49697,506
WHXxVmeGQUc,8091561,84570,2013
WGrmYHG1Kso,184638,2688,271
WGNwOoWnOMw,1487682,11142,8930
WFPrCVEn9xs,71020,423,52
WEx2UgYzAiA,30402,932,14
WCyXxKf7zGQ,384206,21939,200
WB6wYVCEY3w,2811981,41459,1400
W9lXBUlgbvI,489635,3536,253
W8rChpLYf_Q,39475,502,47
W6tyKjNsyns,2473003,3057,528
W6bGwLz6cNk,113780,3932,44
W66qxBlU660,119063,1010,61
W5QJW0M5pik,8911786,17235,425
W4B3gAkb1fg,471852,931,55
W3ZGt1uIWss,631,10,5
W1lhDN_bF_4,465497,7828,278
W0b6Q1pxG9g,54179,819,29
W0XnmqOPwvs,21114,180,5
W09bH1Aw8_Y,37784,62,6
W-9vb_-qzaQ,25477,320,15
W-91VCtms8o,148529,5194,263
Vz8-MGVDs2M,45656,463,151
Vyi_9Nx66-I,614365,7138,304
VyXRdH0JTi0,39716,499,72
VxfGUpsSJJY,18112,124,6
Vx_LwDiXeJE,177665,519,14
VvpoUh9gx58,190123,595,225
VtpaU2w8vgc,287694,6869,81
VtlrAlqo9u0,467688,6520,657
VtBqRai6OEM,1063105,22177,738
Vt4sbCLr8jU,8081,131,57
Vt4qQiM2Ahk,410145,2165,179
Vs1AGw3m-4U,33311,400,19
VqzK1kbx0NA,151129,2623,79
VpmveyblTKM,210407,3910,39
VplF60-o0Qk,61159,613,39
VlDGvvOMWJs,4692,11,2
VlCvg2MwgTc,51752,383,28
VkKAzUnXE7w,40403,1152,37
VkJ6ILVaf1c,16241,211,56
Vk4mU1KkSnM,38799,1267,45
Vfulbrftq1Y,472871,305,175
Vfugwq2uoa0,5015706,37724,1270
VfBSbgaqPr8,1033034,10423,209
VeabgdjjL8Y,461242,2211,273
Vc8jEhHqJVw,8230453,30654,3291
V_oNVSTYihY,39936,785,45
VZn6G0M9wNs,8255073,116163,1626
VZ2-PpXOsvw,1303001,19574,570
VYAFpdgH8oo,479525,11869,438
VX45Oz7pzEw,472150,10518,175
VWCdG8IBDPU,37564,593,38
VU-wUfsi-cA,356644,11535,121
VTwdeWME1Eg,648558,34338,200
VTg6vfyYH64,135391,4663,48
VT4YtWdK01M,1388249,11124,454
VT3PY7fmo-I,34935,278,18
VT-dwsOUv5s,701027,2119,301
VSfpA3AEKmY,1298715,12486,192
VS08cWZrlQA,366485,2287,28029
VRyP5pvMAXM,160826,3520,943
VRSJsV4JEI4,21762,196,27
VRP80i17xHo,34496,357,17
VQfcZ9Ak2nU,1326975,14530,898
VOkeLtMMU5c,95023,3287,295
VNw9DAwp2Kk,271530,8524,131
VNU8DL4D50Y,501467,25359,444
VK1mrTQd8D0,1397384,4059,106
VJpJlcyP4nA,476777,10225,2331
VJbYVgB6gXM,3100,66,4
VIuJvhSar6g,39365,1215,25
VHG00LIh0WU,671335,9146,321
VFFAxHZYB_0,1576101,33061,233
VEPJ47rZVgQ,405331,4893,1739
VE5BQ4Gj2jY,230930,6373,69
VCSJxCXE0H0,221441,2050,49
VBW3nskGmRI,732268,8080,581
VBFT9JQ5xYU,129545,351,9
VB6MiM-x71o,47617,586,19
VAoNK5v0R7o,110661,2478,41
VA3jJikjAU0,146660,2660,38
V8vd0AjdNbQ,1076532,14859,491
V8MvI6wcltI,38474,512,18
V6OkvsfZ6GE,181990,1005,68
V2onC1_QOmU,482967,5526,241
V0xv99h17QE,1212946,9493,355
V0DNuz3rt7g,970541,30339,237
V088HvtuQFg,253118,1867,97
V-yJZGQAl1U,111748,1907,70
V-xUD7pmh5I,146570,499,27
V-1KhZiQs3U,2904942,41820,2363
Uzrpo_0XSH4,704323,12710,519
Uy5LTocHmoA,51716,1000,120
Ux206izWyEk,271697,16659,106
UwYg9ppv9mk,1032054,33625,204
UqtFvSKhKmA,995906,7672,234
Upv7IF53yhs,37788,581,59
UpYOBK_wem8,155085,2330,19
UnjOz9Nv8GQ,117263,469,20
Un1R9M9AsyY,202589,1599,18
UmWsp8rMDSY,112029,2312,2419
UlZYAi0ZCQU,206420,797,54
Ukna66HFrug,5497,43,2
UkfSkyDreBk,276723,2273,219
Uk6wo9cE3hE,524692,8344,464
UjHdj-vhND4,671408,32939,217
Uj7uyeaJjFQ,1191377,13743,560
Uhma0NOnfpc,30400,563,18
UftbInthsfU,154386,6956,121
Ue3eqAHHcbo,55873,2169,61
UdUbSbbp-6Y,78754,929,39
UcaeGErMVXI,173816,1703,19
UbXVg5FnJs8,112453,465,15
UbCQsA1g3K0,493691,10522,8418
UaUgqwvZofI,56418,696,32
UZb9iqtImNs,68567,760,113
UYI8bC8SdS0,195909,4116,70
UY-8G-EY2Ck,316394,3134,120
UXOG3pZfGOc,3119031,46696,3210
UW8Zyt8SF_U,3462401,31279,556
UVwYygnGkPE,183145,3141,61
UQ9GkitBkYQ,138070,578,32
UPnIbofuskU,92981,1985,108
UPFo1B81hKM,81923,1850,28
UNupzy5bVt8,276314,3856,512
UNejZgxoGS0,31163,300,26
UMRz6Hfjelo,697249,15875,357
ULZGah0ux14,45392,140,21
UJzGE00wncU,1084595,9137,286
UHvNBlN3aak,1951021,96842,872
UFt16FSbrts,103256,8315,49
UDx0VLKvdoU,65895,1000,79
UCKhK-5uRr8,2960,33,2
UBvQ3KV2doM,50570,210,28
U9-uAcpo9PE,984297,10488,420
U3dSsNmZ0Ww,389292,8809,196
U2WK7PjeVYs,462201,6516,464
U27_ORfAiGU,49309,1133,50
U1tekbfDSjg,383863,5565,161
U1m8uLjCE3U,239449,5135,57
U1b1MJ2MZUI,111878,4040,42
U1CUOAc_zcc,103432,2702,187
U01EnbauN8c,96394,3226,48
U0-jiWeRr9g,155332,1071,45
TyrHAFN_F_k,452364,16506,138
Ty69jCYFPVk,28947,134,17
Ty34ABLXur8,216169,3139,127
Tup-5yOcJuM,4996805,59898,2224
ToToTk_od-8,49888,592,149
TlWC6Ovy6JE,59989,87,30
TlJT8gAI3sQ,33865,554,30
Tl4vplO8XNE,10369,165,7
TjuOTlf5Jb0,762694,4486,179
TiGbpbcHA9s,22747,462,91
ThPoWxpInFI,43538,534,105
TfHrp-zcRGY,164244,2005,98
TeybRkJwVq0,46454,902,48
TevcZMVRD3I,126006,1737,73
TcRjVE9hdkw,243094,8776,499
TcEz8CMYq6c,11383,73,65
T_jcl8wxSEI,286443,1224,162
TZ7gUXuUAfI,164751,4606,231
TY7HyL_Sd9s,73846,549,10
TXdBMaocR_E,403362,226,33
TXStBe7Mh-U,20343,527,130
TXBbLRRGxMc,117708,1531,41
TWnIIBEyDJE,57958,1348,122
TWKSVx1hgXo,75897,1754,14
TVeuS0-szMY,65379,716,33
TUzivQDIHkI,53772,693,67
TUY53HOdEX4,17092,104,78
TUGfraMJTZ0,162521,1157,109
TTlIGdlbTy4,367211,823,58
TOi2cJ0O1Wc,119105,3255,96
TOV06y-96-I,427388,7479,347
TMxQ9Ya5pK8,634664,29699,727
TM0Rm68vaK4,14792,134,516
TLcsrEQ0mhc,63889,582,54
TKARti6pZKs,123166,2994,48
TJiY8duVgz0,307039,1618,53
TIwccgV2whM,551083,2854,257
THK-VDKxvgI,790508,13176,2008
TGYxYEgIa70,408540,7561,180
TG1NZFz_vEM,115344,626,57
TFcP3v3d024,311893,3083,130
TFJwUwnShnA,6207296,103709,1535
TEEiXFe3eIc,40663,359,43
TDnKp83IOPA,1719574,69574,776
TDYCYrVBZVs,703586,32428,104
TBSsNLkeioA,33023,400,35
TAyIrLRT-vA,273571,5882,350
TAA0hjdHKjA,36955,548,61
TA8SFENYQsM,58995,900,74
T9_0_kJzIa0,159616,2488,61
T9EyNsGp2EE,25850,852,64
T8LmEc-Vvc4,204214,4732,146
T6NyLN2uoF8,31057,697,77
T5OhkFY1PQE,2367864,22721,1040
T5JR1i8D-CU,5795,30,4
T2sOIOBgJzM,44837,757,86
T1QWDYpzWPE,87567,347,33
SylXExXHwl0,45543,2230,36
SwWmxWK9x5s,378657,1261,60
SvzBpKHR9uw,183376,4552,131
Su9bxtBh3ug,247923,10668,76
Su8BC9V2NQg,176792,7938,103
StELPyTTYmY,120065,1984,1077
SsU_2YEFu_I,378465,11609,1126
SqhTSgCoaGk,139055,1407,118
SoNgMHeTsYk,1351034,31913,795
SoNDpltY1CY,73759,1523,33
SoKwmva-t8g,1962660,19974,4860
SnPdcA7SQeQ,145122,1541,144
SnMnjw14OGc,60569,212,12
SmoujZJYIiU,40557,603,52
SmdPZjvqyuk,756243,44837,567
SlXGWP13_u4,192251,2632,60
ShpFzvUtGwU,53353,860,8
Sg5kqygFpJg,425781,5001,333
SepeswVPDRs,77664,276,37
SeFBT4XBG5o,414874,19674,258
SdfjVYN9n7Y,243124,5702,280
SdWAyX26Tw8,80919,1895,134
SdOtvQkrNZY,656153,2945,20559
ScKPEIg62eI,699443,2010,161
Sb9R5kwkX78,32949,871,6
SZT0H7FjDwE,77636,1175,965
SYDB6skUqYw,2133125,56939,1507
SWUBRto1WZQ,2270947,17060,1065
SRwdWBZK4bU,7349,56,5
SRUm6H7hZdM,120437,5194,85
SROWDavzBrg,25703,887,52
SQJvjUsroA4,22285,469,112
SPMxyFJ76h8,254579,11635,104
SO9FtGV5lNg,225311,9262,70
SM64ZaS40Xs,1826696,49043,896
SLwEOSltObU,205134,3263,37
SLoSuW-Kwew,52599,1504,37
SKnj9pHV3eY,60977,1837,94
SHYuROYNoPA,71471,673,41
SHMpKjbcMJA,81612,526,189
SFFtNiB6fJU,136815,4960,64
SC8Eg0odTfY,157832,1655,952
SBUKITTCP3A,134175,3639,105
S5qJXYNNINo,3991885,61286,1514
S5GijgZTx5E,516673,5447,87
S2LRbq2Z1KY,106025,647,35
S0hY3bHG2xg,57786,2270,61
S0Qk9N_9rTc,693626,19710,168
S-b2eEBN1TU,71097,1683,126
RwFnfC5DK8s,195,5,0
RvvVF8sEsNo,313679,4423,210
Ruyl8_PT_y8,1767917,47194,362
RshFjbjn-Vw,17309,194,61
RqYkUKcEBR4,229094,3381,61
RpiJGd8EL8M,1030954,11692,337
RovCboPuHUU,502,12,13
RoTGW8QMuPA,37212,161,33
RlfooqeZcdY,4435085,41131,1408
RkRl8fwkaqw,195584,1308,94
RkOMAQAcBKE,759779,12515,885
Rk0dfTAH7ME,396563,5342,83
RjIADhpkpiU,25397,206,94
RigjHqRvfH0,1071035,12326,539
RibAQHeDia8,1552244,15970,2432
RiQ3GI0bnaM,110293,1920,325
RfCvBjYZ0jU,36345,448,66
RexcOKt3k9k,895739,14567,626
Rdj_fEEH5oU,64912,787,223
Rc6ujjy_R2Y,12990,395,49
Rc3BOv8I6Uo,30898,348,85
Ra8yAg6T3-s,51485,236,40
R_SgtQBpMh0,170624,2370,1102
RZ_MzKbZyU4,246657,7342,71
RYsCidqZrdY,57058,2550,101
RXkfgrQghEk,41687,1182,33
RXVjrWHZkqk,185566,3558,83
RW9G-edFuBI,221889,3514,196
RUvPTbxQ2kA,136353,677,70
RUM_evdCl4I,212373,1152,11
RTInYL4umtA,111143,1329,43
RS3aHkkfuEI,4044778,42841,1349
ROQrbWkV4HI,852973,17237,230
RO-SL_1bp00,66253,682,91
RNWAKZzgbp4,1987493,8273,265
RNDiz1TVdbo,747536,20030,214
RNA4E3AuGIk,866829,9327,24286
RKTU4Hvn81g,175404,6309,128
RK0zCsxBG3U,1662265,21172,496
RJOoYhQcQBI,1646219,6391,315
RIEOA_9DcRM,8161,31,58
RI9WluSrMcE,37732,811,87
RBdx2yjfSes,78068,1086,1907
RAfRcVJ6-Fg,137549,2404,39
RA76b5Hhvxg,250011,791,25
R7b-csST3qI,34122,429,6
R63GxIGAaZw,424131,4175,318
R5WtvRC0qjI,195275,3885,778
R4pckD4HyY0,73054,624,1121
R4aWtni2Od4,19644,407,46
R49qlR5TTEs,141501,1217,211
R32qWdOWrTo,901573,4156,70
R2DU85qLfJQ,428456,5896,116
R1ZXOOLMJ8s,22001284,374845,5738
R-OcMPjhTuY,186732,2328,25
QzQ2VsQjWV0,52488,806,48
Qz7lmMPjL6c,96598,5386,78
QyVAoFxtLPk,68843,919,22
QySPWYdyJ8o,87406,845,192
